Dates,D,InverseBook,,,,
2008-07-10 ,16:00:00 ,0.416547849685622,,,,
2008-07-11 ,16:00:00 ,0.327252408475156,,,,
2008-07-14 ,16:00:00 ,0.797433295336961,,,,
2008-07-15 ,16:00:00 ,1.17399094402121,,,,
2008-07-16 ,16:00:00 ,0.625407657924792,,,,
2008-07-17 ,16:00:00 ,0.0739792432184,,,,
2008-07-18 ,16:00:00 ,-1.19152013020575,,,,
2008-07-21 ,16:00:00 ,-0.666140748165145,,,,
2008-07-22 ,16:00:00 ,0.36953675215167,,,,
2008-07-23 ,16:00:00 ,-2.27478885624563,,,,
2008-07-24 ,16:00:00 ,-0.297192643995208,,,,
2008-07-25 ,16:00:00 ,0.0730424393264522,,,,
2008-07-28 ,16:00:00 ,0.731227562629232,,,,
2008-07-29 ,16:00:00 ,0.158067839459546,,,,
2008-07-30 ,16:00:00 ,-1.03804249892411,,,,
2008-07-31 ,16:00:00 ,-0.544411325866908,,,,
2008-08-01 ,16:00:00 ,-0.717990258277922,,,,
2008-08-04 ,16:00:00 ,-0.148631813198509,,,,
2008-08-05 ,16:00:00 ,0.0478799643548425,,,,
2008-08-06 ,16:00:00 ,0.0688593845271308,,,,
2008-08-07 ,16:00:00 ,0.239521386871708,,,,
2008-08-08 ,16:00:00 ,1.16443089970438,,,,
2008-08-11 ,16:00:00 ,0.0777230833068471,,,,
2008-08-12 ,16:00:00 ,-0.00645982018521991,,,,
2008-08-13 ,16:00:00 ,1.36403433976106,,,,
2008-08-14 ,16:00:00 ,0.15760188571042,,,,
2008-08-15 ,16:00:00 ,0.7291219125626,,,,
2008-08-18 ,16:00:00 ,-0.304980807460358,,,,
2008-08-19 ,16:00:00 ,0.525299266358397,,,,
2008-08-20 ,16:00:00 ,-0.430684574519002,,,,
2008-08-21 ,16:00:00 ,-0.506189938098049,,,,
2008-08-22 ,16:00:00 ,-0.154502404207618,,,,
2008-08-25 ,16:00:00 ,0.18185037250935,,,,
2008-08-26 ,16:00:00 ,0.163355700042687,,,,
2008-08-27 ,16:00:00 ,-0.255650012421224,,,,
2008-08-28 ,16:00:00 ,0.0065611984821824,,,,
2008-08-29 ,16:00:00 ,-0.152920858708205,,,,
2008-09-02 ,16:00:00 ,-0.647176211050561,,,,
2008-09-03 ,16:00:00 ,0.10953985839636,,,,
2008-09-04 ,16:00:00 ,-0.849898171292734,,,,
2008-09-05 ,16:00:00 ,-0.325223227399827,,,,
2008-09-08 ,16:00:00 ,-0.453321525035324,,,,
2008-09-09 ,16:00:00 ,-1.65355341787547,,,,
2008-09-10 ,16:00:00 ,1.38805282354748,,,,
2008-09-11 ,16:00:00 ,0.0125815927145586,,,,
2008-09-12 ,16:00:00 ,-0.109831889101286,,,,
2008-09-15 ,16:00:00 ,-0.855259382880529,,,,
2008-09-16 ,16:00:00 ,0.814431405935216,,,,
2008-09-17 ,16:00:00 ,-1.30937322971374,,,,
2008-09-18 ,16:00:00 ,0.0386130186227593,,,,
2008-09-19 ,16:00:00 ,-0.968355239262726,,,,
2008-09-22 ,16:00:00 ,-1.82672810067882,,,,
