Date,16:00:00 ,FrenchGrowth,,,,
2008-11-12 ,16:00:00 ,0.539650016521758,,,,
2008-11-13 ,16:00:00 ,-0.0561073472257469,,,,
2008-11-14 ,16:00:00 ,-0.487381950247919,,,,
2008-11-17 ,16:00:00 ,-0.509560491620308,,,,
2008-11-18 ,16:00:00 ,0.375747197431934,,,,
2008-11-19 ,16:00:00 ,-0.773853861289913,,,,
2008-11-20 ,16:00:00 ,-0.335802853051813,,,,
2008-11-21 ,16:00:00 ,1.46308952289882,,,,
2008-11-24 ,16:00:00 ,-0.0664649050337147,,,,
2008-11-25 ,16:00:00 ,0.206320174977439,,,,
2008-11-26 ,16:00:00 ,0.817216582581824,,,,
2008-11-28 ,13:00:00 ,0.334453336568517,,,,
2008-12-01 ,16:00:00 ,0.0608687254487467,,,,
2008-12-02 ,16:00:00 ,0.220093606912817,,,,
2008-12-03 ,16:00:00 ,0.360032024989881,,,,
2008-12-04 ,16:00:00 ,0.941456613024762,,,,
2008-12-05 ,16:00:00 ,0.79163660000944,,,,
2008-12-08 ,16:00:00 ,0.301579386096754,,,,
2008-12-09 ,16:00:00 ,-0.859250629240469,,,,
2008-12-10 ,16:00:00 ,-0.109950742339502,,,,
2008-12-11 ,16:00:00 ,-0.533450679317674,,,,
2008-12-12 ,16:00:00 ,0,,,,
2008-12-15 ,16:00:00 ,0,,,,
2008-12-16 ,16:00:00 ,0,,,,
2008-12-17 ,16:00:00 ,0,,,,
2008-12-18 ,16:00:00 ,0,,,,
2008-12-19 ,16:00:00 ,0,,,,
2008-12-22 ,16:00:00 ,0,,,,
2008-12-23 ,16:00:00 ,0,,,,
2008-12-24 ,16:00:00 ,0,,,,
2008-12-26 ,16:00:00 ,0,,,,
2008-12-29 ,16:00:00 ,0,,,,
2008-12-30 ,16:00:00 ,0,,,,
2008-12-31 ,16:00:00 ,0,,,,
2009-01-02 ,16:00:00 ,-0.0788006597876601,,,,
2009-01-05 ,16:00:00 ,6.99876732443797,,,,
2009-01-06 ,16:00:00 ,-1.01667437715119,,,,
2009-01-07 ,16:00:00 ,0,,,,
2009-01-08 ,16:00:00 ,0,,,,
2009-01-09 ,16:00:00 ,0,,,,
2009-01-12 ,16:00:00 ,0,,,,
2009-01-13 ,16:00:00 ,0,,,,
2009-01-14 ,16:00:00 ,0,,,,
2009-01-15 ,16:00:00 ,0,,,,
2009-01-16 ,16:00:00 ,0,,,,
2009-01-20 ,16:00:00 ,0,,,,
2009-01-21 ,16:00:00 ,0,,,,
2009-01-22 ,16:00:00 ,0,,,,
2009-01-23 ,16:00:00 ,0,,,,
