Dates,BookValue,,,,
2008-06-19 ,0.466905271321263,,,,
2008-06-20 ,-1.2027717233382,,,,
2008-06-23 ,0.849630937773783,,,,
2008-06-24 ,0.816082497240886,,,,
2008-06-25 ,0.131367091792649,,,,
2008-06-26 ,-0.973386359399849,,,,
2008-06-27 ,0.190241300442857,,,,
2008-06-30 ,-0.296742242877291,,,,
2008-07-01 ,-0.100594737236315,,,,
2008-07-02 ,0.953868710482606,,,,
2008-07-03 ,-0.2867002292552,,,,
2008-07-07 ,-1.00001712418429,,,,
2008-07-08 ,-0.771444647318942,,,,
2008-07-09 ,0.517346571824547,,,,
2008-07-10 ,-0.425081728435917,,,,
2008-07-11 ,-0.0845883166344615,,,,
2008-07-14 ,-0.405349415720976,,,,
2008-07-15 ,-1.03865026282048,,,,
2008-07-16 ,-1.63324500240901,,,,
2008-07-17 ,-0.541154880040259,,,,
2008-07-18 ,-1.07401070154422,,,,
2008-07-21 ,1.08985915506835,,,,
2008-07-22 ,0.569651691807622,,,,
2008-07-23 ,0.235782401296942,,,,
2008-07-24 ,0.922805252006979,,,,
2008-07-25 ,-0.214283450324888,,,,
2008-07-28 ,-0.373957327451197,,,,
2008-07-29 ,0.00576253940039091,,,,
2008-07-30 ,0.411763469399077,,,,
2008-07-31 ,0.822135969054133,,,,
2008-08-01 ,-0.100101009839925,,,,
2008-08-04 ,-0.105135208101831,,,,
2008-08-05 ,0.30191900645573,,,,
2008-08-06 ,-0.53135521131014,,,,
2008-08-07 ,-0.512785229711129,,,,
2008-08-08 ,-0.132818435238895,,,,
2008-08-11 ,0.0207889564506205,,,,
2008-08-12 ,0.632512231649208,,,,
2008-08-13 ,-1.10099165391753,,,,
2008-08-14 ,-0.0980795294011102,,,,
2008-08-15 ,-0.623552340038345,,,,
2008-08-18 ,-0.0146120260505482,,,,
2008-08-19 ,-0.480022135291855,,,,
2008-08-20 ,-0.296338631736641,,,,
2008-08-21 ,0.504123505304944,,,,
2008-08-22 ,0.0279561569925923,,,,
2008-08-25 ,-0.228417548446583,,,,
2008-08-26 ,0.173144646242452,,,,
2008-08-27 ,-0.0939847160161356,,,,
2008-08-28 ,0.244436452854717,,,,
2008-08-29 ,0.0810997521504037,,,,
2008-09-02 ,0.072563299895725,,,,
2008-09-03 ,-0.154068926818258,,,,
2008-09-04 ,1.0051679526076,,,,
2008-09-05 ,0.268049676632272,,,,
2008-09-08 ,0.399198112369334,,,,
2008-09-09 ,1.32581183796871,,,,
2008-09-10 ,-0.831661640283206,,,,
2008-09-11 ,-0.374063484144725,,,,
2008-09-12 ,-0.293488611613946,,,,
2008-09-15 ,1.18459769248158,,,,
2008-09-16 ,-0.604430589941847,,,,
2008-09-17 ,1.13029323643832,,,,
2008-09-18 ,-0.47230640241119,,,,
2008-09-19 ,2.11091872235183,,,,
2008-09-22 ,1.45101973706629,,,,
2008-09-23 ,-0.153296734122213,,,,
2008-09-24 ,-1.11824271437144,,,,
2008-09-25 ,-0.314006780967928,,,,
2008-09-26 ,0.0689879894301099,,,,
2008-09-29 ,-0.218595137200097,,,,
2008-09-30 ,-1.42008848674035,,,,
2008-10-01 ,-1.29016579143719,,,,
2008-10-02 ,1.21689772082726,,,,
2008-10-03 ,-0.924014747742632,,,,
2008-10-06 ,0.89826135987875,,,,
2008-10-07 ,0.651305812667204,,,,
2008-10-08 ,-1.69599281686918,,,,
2008-10-09 ,-1.9148981364923,,,,
2008-10-10 ,-3.12455228500851,,,,
2008-10-13 ,0.82374563664817,,,,
2008-10-14 ,-1.2535485934727,,,,
2008-10-15 ,3.13360378055964,,,,
2008-10-16 ,-0.0271846596878658,,,,
2008-10-17 ,-1.69551370095752,,,,
2008-10-20 ,-0.725569313794048,,,,
2008-10-21 ,0.275703390085335,,,,
2008-10-22 ,0.403544094311929,,,,
2008-10-23 ,-0.899762296930648,,,,
2008-10-24 ,0.994063008102536,,,,
2008-10-27 ,0.47409399698123,,,,
2008-10-28 ,-0.872183677101882,,,,
2008-10-29 ,-1.67552302711784,,,,
2008-10-30 ,-1.1280189046814,,,,
2008-10-31 ,-1.39627892046847,,,,
2008-11-03 ,0.967120832698933,,,,
2008-11-04 ,1.01612047511143,,,,
2008-11-05 ,1.37182635525423,,,,
2008-11-06 ,-0.27055993678051,,,,
2008-11-07 ,-2.0608922732444,,,,
2008-11-10 ,0.843806714863454,,,,
2008-11-11 ,-0.588864454595829,,,,
2008-11-12 ,-0.352041350764982,,,,
2008-11-13 ,-1.18603747327307,,,,
2008-11-14 ,-0.333169559024677,,,,
2008-11-17 ,0.993303034823471,,,,
2008-11-18 ,-1.04077692137924,,,,
2008-11-19 ,0.117337547465066,,,,
2008-11-20 ,-1.62097913866044,,,,
2008-11-21 ,-1.88992837411835,,,,
2008-11-24 ,0.710128864974508,,,,
2008-11-25 ,1.06230128052015,,,,
2008-11-26 ,1.46604175905066,,,,
2008-11-28 ,-0.0333404760054972,,,,
2008-12-01 ,0.391671128187262,,,,
2008-12-02 ,-3.68475146481419,,,,
2008-12-03 ,2.00061503514193,,,,
2008-12-04 ,-0.245645554195737,,,,
2008-12-05 ,0.62526474858939,,,,
2008-12-08 ,3.26357418713882,,,,
2008-12-09 ,1.91171337785138,,,,
2008-12-10 ,-1.17864015157167,,,,
2008-12-11 ,0.662127217950754,,,,
2008-12-12 ,-0.734847509084503,,,,
2008-12-15 ,-0.409715885349321,,,,
2008-12-16 ,-0.200365264973424,,,,
2008-12-17 ,1.49121993585737,,,,
2008-12-18 ,-0.777233682984184,,,,
2008-12-19 ,-1.19403185083093,,,,
2008-12-22 ,-0.0190616192602977,,,,
2008-12-23 ,-0.332027810966126,,,,
2008-12-24 ,-0.100532925139235,,,,
2008-12-26 ,-0.140251615792016,,,,
2008-12-29 ,0.559265734711536,,,,
2008-12-30 ,0.080620872401579,,,,
2008-12-31 ,0.788208359630362,,,,
2009-01-02 ,-0.0276300510869563,,,,
2009-01-05 ,-0.788290015159329,,,,
2009-01-06 ,0.769567254183,,,,
2009-01-07 ,1.00877586453489,,,,
2009-01-08 ,-1.19475782111185,,,,
2009-01-09 ,-0.131375565915004,,,,
2009-01-12 ,0.461424329754568,,,,
2009-01-13 ,-2.10553832999838,,,,
2009-01-14 ,1.25111159888554,,,,
2009-01-15 ,-0.670805699988813,,,,
2009-01-16 ,-1.2149928067403,,,,
2009-01-20 ,-0.194558575059971,,,,
2009-01-21 ,-2.11614209855647,,,,
2009-01-22 ,2.46041382571038,,,,
2009-01-23 ,-1.57798178904021,,,,
2009-01-26 ,1.18430811414241,,,,
2009-01-27 ,-0.29883264617182,,,,
2009-01-28 ,-0.479443180145335,,,,
2009-01-29 ,1.3367152667321,,,,
2009-01-30 ,-1.94043159543791,,,,
2009-02-02 ,-1.05010317995454,,,,
2009-02-03 ,-1.07432697877541,,,,
2009-02-04 ,-1.45610233214258,,,,
2009-02-05 ,-0.0794511768336705,,,,
2009-02-06 ,0.00565782847488168,,,,
2009-02-09 ,0.01607570596299,,,,
2009-02-10 ,1.15604234018171,,,,
2009-02-11 ,-1.73600406798628,,,,
2009-02-12 ,0.430372438931887,,,,
2009-02-13 ,-1.44806146981806,,,,
2009-02-17 ,-0.100389798977136,,,,
2009-02-18 ,-2.31886243700585,,,,
2009-02-19 ,-0.498098764255396,,,,
2009-02-20 ,-0.719425469466152,,,,
2009-02-23 ,-0.573709039202936,,,,
2009-02-24 ,-0.481955065086182,,,,
2009-02-25 ,0.971862008392791,,,,
2009-02-26 ,-0.526051181515331,,,,
2009-02-27 ,1.1376795878419,,,,
2009-03-02 ,-1.96099975898736,,,,
2009-03-03 ,-1.27003622131137,,,,
2009-03-04 ,-1.96306074496359,,,,
2009-03-05 ,-0.386404751763538,,,,
2009-03-06 ,-2.69431590976611,,,,
2009-03-09 ,-0.309797052026201,,,,
2009-03-10 ,-0.143296678485086,,,,
2009-03-11 ,1.76888347858082,,,,
2009-03-12 ,-0.416604681436591,,,,
2009-03-13 ,0.556020943031345,,,,
2009-03-16 ,-0.268479905600554,,,,
2009-03-17 ,1.38656760113468,,,,
2009-03-18 ,0.194968620749818,,,,
2009-03-19 ,1.63252528875189,,,,
2009-03-20 ,-0.371445906866472,,,,
2009-03-23 ,-1.46190964530695,,,,
2009-03-24 ,3.61643472936847,,,,
2009-03-25 ,-1.5277474587381,,,,
2009-03-26 ,0.827267917782336,,,,
2009-03-27 ,-0.350133565899761,,,,
2009-03-30 ,-0.0814252375612963,,,,
2009-03-31 ,-2.90869215606585,,,,
2009-04-01 ,0.799509838413864,,,,
2009-04-02 ,1.17611140256929,,,,
2009-04-03 ,1.31295645272593,,,,
2009-04-06 ,0.937569164413185,,,,
